ZINC000000001534 ,  18283 ,  1,ZINC000000001534,6,281.421,1,-46.513798,-64.705093,-44.447689,-20.257408,16.243834,-44.511112,-20.257332,-64.768448,1,4.560274,11.683560,2.449490,725,725,725,4.779764,2,13,8,0.846154,0.548995,1,0,0,1,0,0,0,0.200000,0.037202,16,23,1.558941,0.389204,0.614564,0.610438,0.353490,0.418546,0.338188,0.000000,4.381145,-48.461259000000005,954295.0,954445.0,chunk2
ZINC000000001978 ,  12408 ,  1,ZINC000000001978,5,250.336,0.96,-50.946957,-56.791756,-38.206406,-18.585348,13.465908,-38.259678,-18.585583,-56.845261,0,3.910015,9.555893,3.000000,725,725,725,5.499531,1,13,8,0.923077,0.884146,0,0,0,1,0,0,0,0.242424,-0.982894,7,23,2.495366,0.427440,0.666616,0.589406,0.294956,0.486476,0.504972,0.022214,6.236905,-43.325848,451654.0,451789.0,chunk1
ZINC000000002303 ,  42042 ,  1,ZINC000000002303,4,326.417,2.01,-35.094463,-70.524887,-36.274162,-34.250725,20.721882,-36.330681,-34.250660,-70.581345,4,7.163117,13.558764,2.645751,725,725,725,5.133225,2,13,12,0.846154,0.902456,0,1,0,1,0,0,0,0.165289,1.243464,21,23,1.678247,0.391363,0.569100,0.543120,0.380756,0.470072,0.385130,0.000000,11.976446,-49.803005000000006,2029413.0,2029566.0,chunk4
ZINC000000004028 ,  42467 ,  3,ZINC000000004028,7,316.487,1.01,-34.944630,-61.216049,-48.403969,-12.812078,15.311752,-48.472187,-12.811911,-61.284096,1,3.396821,11.914932,3.162278,725,725,725,5.196428,1,13,11,0.923077,0.581043,0,0,0,1,0,0,0,0.273585,0.968379,9,23,4.011858,0.442170,0.642221,0.726095,0.338129,0.473940,0.406351,0.066283,12.608025,-45.904297,2049527.0,2049681.0,chunk4
ZINC000000004076 ,  22142 ,  1,ZINC000000004076,5,336.478,0.96,-44.049561,-60.565475,-42.015568,-18.549910,14.235313,-42.080917,-18.550085,-60.631004,0,4.128295,10.107019,3.000000,725,725,725,5.308480,1,13,10,0.923077,0.693095,0,0,0,0,0,0,1,0.277778,-0.057587,6,23,3.638065,0.374135,0.608851,0.573717,0.350773,0.356537,0.351077,0.003857,10.139252,-46.330162,1096198.0,1096354.0,chunk4
ZINC000000009158 ,  53304 ,  1,ZINC000000009158,3,336.432,0.97,-31.552380,-57.773697,-39.225674,-18.548021,15.252044,-39.288090,-18.547974,-57.836063,1,5.008027,10.244017,3.162278,725,725,725,4.876981,2,13,9,0.846154,0.646212,0,0,1,0,0,0,1,0.190083,0.868852,18,23,1.955809,0.364157,0.580279,0.561557,0.332844,0.388231,0.322029,0.000000,4.213521,-42.521653,604027.0,604182.0,chunk5
ZINC000000011025 ,  40738 ,  1,ZINC000000011025,5,314.472,1,-35.568092,-57.171951,-43.305542,-13.866408,12.790972,-43.369102,-13.866498,-57.235600,0,2.431720,10.359252,3.000000,725,725,725,5.050142,2,13,7,0.846154,0.819373,0,0,1,1,0,0,0,0.238532,0.794737,15,23,2.533868,0.449812,0.727671,0.759407,0.372800,0.450659,0.359454,0.028880,16.390495,-44.380978999999996,1966628.0,1966778.0,chunk4
ZINC000000017119 ,  35386 ,  1,ZINC000000017119,6,347.483,1,-37.602844,-63.302845,-44.789268,-18.513577,15.918117,-44.869495,-18.513916,-63.383411,0,6.454215,9.463901,3.000000,725,725,725,5.644920,1,13,11,0.923077,1.029535,0,0,0,1,0,0,0,0.185484,0.582141,17,23,1.886488,0.357194,0.530148,0.521344,0.391337,0.357280,0.259632,0.083423,9.528713,-47.384727999999996,321798.0,321963.0,chunk5
ZINC000000017381 ,  42213 ,  1,ZINC000000017381,6,250.321,1,-35.026844,-59.450546,-41.716694,-17.733852,13.049161,-41.763496,-17.733953,-59.497452,2,2.933174,10.115987,2.236068,725,725,725,5.005575,1,13,9,0.923077,0.390190,0,1,0,0,0,0,0,0.217822,1.111395,13,23,3.285308,0.476637,0.701129,0.647420,0.584421,0.595046,0.259563,0.072242,49.037437,-46.401385000000005,1425805.0,1425938.0,chunk1
ZINC000000029091 ,  27936 ,  2,ZINC000000029091,4,247.337,-1.19209e-07,-40.923565,-38.845825,-36.492027,-2.353797,18.135359,-36.541653,-2.353798,-38.895451,0,2.948977,15.186382,3.000000,725,725,725,5.123808,2,13,8,0.846154,0.893039,0,0,0,1,0,0,1,0.255102,-1.981172,5,23,1.931872,0.519695,0.779124,0.693142,0.533770,0.560911,0.463989,0.087233,7.230827,-20.710465999999997,972268.0,972403.0,chunk1
ZINC000000029283 ,  52866 ,  1,ZINC000000029283,7,283.37,0.00999997,-31.682638,-44.315281,-42.513515,-1.801764,18.560150,-42.572105,-1.801567,-44.373672,1,2.498332,16.061818,3.162278,725,725,725,4.263694,3,13,6,0.769231,0.417540,1,0,1,1,0,0,0,0.281553,-0.249871,14,23,1.706650,0.583731,0.773125,0.801325,0.519973,0.574222,0.559063,0.274681,17.319902,-25.755131,2475568.0,2475709.0,chunk2
ZINC000000029927 ,  45355 ,  3,ZINC000000029927,7,301.342,0.0100001,-33.296597,-44.758564,-40.301739,-4.456825,20.492268,-40.356525,-4.456633,-44.813156,3,4.439339,16.052928,2.449490,725,725,725,4.345420,4,13,7,0.692308,0.883882,0,1,2,1,0,0,0,0.227273,-0.428187,15,23,1.310943,0.660600,0.805834,0.808163,0.573141,0.678052,0.783790,0.314619,14.841531,-24.266296,1973573.0,1973712.0,chunk3
ZINC000000029936 ,  40559 ,  1,ZINC000000029936,5,269.343,0.00999981,-35.634682,-42.579346,-39.181793,-3.397552,17.790840,-39.231827,-3.397612,-42.629440,1,2.458743,15.332097,3.162278,725,725,725,4.921070,2,13,7,0.846154,0.690300,0,0,1,1,0,0,0,0.228571,-0.838074,15,23,0.901057,0.603950,0.867517,0.820281,0.503943,0.543649,0.587113,0.301198,25.341391,-24.788506,1958477.0,1958612.0,chunk2
ZINC000000030553 ,  44102 ,  1,ZINC000000030553,6,334.212,0.00999999,-34.405350,-46.696972,-43.107391,-3.589582,17.796227,-43.156849,-3.589854,-46.746704,2,2.727436,15.068791,2.236068,725,725,725,3.888190,4,13,6,0.692308,0.426652,1,1,1,1,0,0,0,0.290000,-0.179431,17,23,1.124917,0.559834,0.812884,0.797288,0.468261,0.562991,0.517281,0.200296,9.026172,-28.900745000000004,451196.0,451325.0,chunk5
ZINC000000030784 ,  50562 ,  1,ZINC000000030784,4,245.365,0.01,-32.366020,-37.716099,-34.582596,-3.133504,19.370775,-34.628700,-3.133468,-37.762169,0,4.665752,14.705024,3.000000,725,725,725,4.957685,2,13,7,0.846154,0.726916,0,0,0,1,0,0,1,0.268041,-1.377967,7,23,2.100294,0.494418,0.718767,0.663689,0.516379,0.536783,0.501353,0.029536,22.626396,-18.345324,1686553.0,1686692.0,chunk1
ZINC000000030838 ,  53680 ,  1,ZINC000000030838,6,248.325,-0.0100002,-31.433159,-36.777061,-34.350304,-2.426758,20.882734,-34.386326,-2.426659,-36.812984,1,5.012122,15.870612,3.162278,725,725,725,5.111444,1,13,11,0.923077,0.496059,0,0,0,1,0,0,0,0.336957,-1.665667,5,23,2.247376,0.438405,0.587001,0.575635,0.364355,0.523897,0.400039,0.179500,19.715673,-15.894327000000004,1783011.0,1783143.0,chunk1
ZINC000000031404 ,  8639 ,  5,ZINC000000031404,6,303.468,1.01,-43.692631,-49.604713,-38.359497,-11.245216,15.549527,-38.429626,-11.245348,-49.674973,0,4.734580,10.814946,3.000000,725,725,725,5.436214,1,13,13,0.923077,0.820830,0,0,0,1,0,0,0,0.285714,-1.181948,9,23,1.861530,0.420234,0.599857,0.651866,0.405310,0.428751,0.388844,0.046775,30.040901,-34.055186,1124691.0,1124854.0,chunk4
ZINC000000031405 ,  8639 ,  5,ZINC000000031405,6,303.468,1.01,-53.352379,-58.483364,-43.813560,-14.669805,14.111411,-43.886345,-14.669496,-58.555840,0,2.754358,11.357053,3.000000,725,725,725,5.807573,1,13,13,0.923077,1.192188,0,0,0,1,0,0,0,0.285714,-1.157503,9,23,1.885975,0.436741,0.641845,0.727598,0.428067,0.451346,0.340044,0.031548,16.632608,-44.371953000000005,478837.0,479000.0,chunk4
ZINC000000031474 ,  35011 ,  1,ZINC000000031474,7,305.374,-1.04308e-07,-37.750172,-49.314915,-42.436722,-6.878193,19.581942,-42.497612,-6.877909,-49.375519,0,3.897034,15.684908,3.000000,725,725,725,5.690754,1,13,11,0.923077,1.075369,0,0,1,0,0,0,0,0.285714,-0.924490,7,23,2.553770,0.493404,0.709088,0.720964,0.462464,0.455850,0.406510,0.205550,12.656764,-29.732972999999998,1485193.0,1485340.0,chunk3
ZINC000000031763 ,  41918 ,  1,ZINC000000031763,8,263.337,-1.78814e-07,-35.141666,-40.727558,-36.592030,-4.135527,18.527399,-36.646568,-4.135350,-40.781918,1,3.947957,14.579441,2.449490,725,725,725,5.358140,1,13,11,0.923077,0.742755,0,1,0,0,0,0,0,0.326316,-1.261754,4,23,2.868681,0.535697,0.767322,0.683060,0.510591,0.592818,0.589216,0.071173,8.272604,-22.200159000000003,2015563.0,2015699.0,chunk2
ZINC000000032354 ,  33071 ,  2,ZINC000000032354,4,243.329,0.99,-38.568764,-56.072884,-29.919926,-26.152956,20.356749,-29.950262,-26.152945,-56.103207,4,5.605360,14.751388,2.645751,725,725,725,5.212758,2,13,11,0.846154,0.981989,0,1,0,1,0,0,0,0.230000,-0.404853,13,23,1.769060,0.449981,0.703134,0.666640,0.385893,0.520094,0.417653,0.006472,11.708893,-35.716135,1141036.0,1141167.0,chunk1
ZINC000000032694 ,  6073 ,  2,ZINC000000032694,6,281.332,1,-47.192616,-62.045776,-41.276146,-20.769630,14.697898,-41.330235,-20.769621,-62.099854,1,4.468685,10.229212,3.162278,725,725,725,5.559520,2,13,9,0.846154,1.328751,0,0,1,1,0,0,0,0.303030,-0.158077,5,23,3.754966,0.453999,0.655489,0.585765,0.338626,0.460585,0.503997,0.179531,8.535651,-47.347877999999994,623880.0,624019.0,chunk1
ZINC000000032695 ,  37850 ,  3,ZINC000000032695,6,280.324,1.19209e-07,-30.395205,-48.304077,-44.701443,-3.602636,16.706709,-44.757504,-3.602591,-48.360096,1,2.831300,13.875409,2.449490,725,725,725,5.908503,1,13,8,0.923077,1.293118,0,0,0,1,0,0,0,0.264706,0.085363,7,23,3.563623,0.560188,0.720404,0.671947,0.577826,0.627646,0.589456,0.173850,7.591780,-31.597368,1902581.0,1902718.0,chunk1
ZINC000000032923 ,  14721 ,  1,ZINC000000032923,6,276.356,1,-49.090805,-58.615356,-39.192024,-19.423334,15.310177,-39.245361,-19.423378,-58.668739,2,3.670561,11.639616,2.236068,725,725,725,5.362862,2,13,12,0.846154,1.132092,0,1,0,1,0,0,0,0.264706,-0.639457,5,23,3.273586,0.492603,0.737618,0.674347,0.417740,0.513027,0.501615,0.111275,27.976753,-43.305178999999995,779448.0,779589.0,chunk2
ZINC000000033175 ,  31287 ,  1,ZINC000000033175,4,345.18,-0.0299999,-39.346115,-43.073265,-37.509781,-5.563484,19.225420,-37.555405,-5.563386,-43.118790,2,4.357552,14.867868,2.236068,725,725,725,5.850478,1,13,6,0.923077,1.235094,0,0,0,1,0,0,0,0.290323,-1.679652,8,23,1.581218,0.505619,0.679034,0.625402,0.400972,0.593673,0.604133,0.130502,4.133166,-23.847845,268544.0,268667.0,chunk5
ZINC000000033719 ,  27080 ,  1,ZINC000000033719,9,322.404,0.0299999,-41.342354,-46.980953,-40.222332,-6.758620,18.004492,-40.295971,-6.758732,-47.054703,3,3.701953,14.302539,2.000000,725,725,725,4.502145,3,13,10,0.769231,0.655991,1,1,0,1,0,0,0,0.289720,-0.923977,6,23,2.771675,0.592035,0.680833,0.756859,0.500364,0.752406,0.647900,0.213844,14.041190,-28.976461,1159648.0,1159803.0,chunk3
ZINC000000034353 ,  51335 ,  1,ZINC000000034353,6,342.87,0.00999983,-32.129913,-48.790447,-45.625587,-3.164860,19.963402,-45.672737,-3.164957,-48.837692,1,3.074311,16.889090,2.828427,725,725,725,5.587440,1,13,10,0.923077,0.972055,0,0,0,1,0,0,0,0.245283,-0.500539,10,23,2.325548,0.461354,0.680453,0.693711,0.519961,0.476020,0.266160,0.131815,6.527732,-28.827045000000002,568178.0,568308.0,chunk5
ZINC000000034430 ,  10027 ,  1,ZINC000000034430,5,302.393,0.99,-53.153557,-58.501316,-39.795925,-18.705391,15.007980,-39.860306,-18.705448,-58.565754,0,4.686216,10.321764,3.000000,725,725,725,4.985751,1,13,10,0.923077,0.370367,0,0,1,0,0,0,0,0.298077,-0.943807,5,23,2.969237,0.494779,0.669442,0.700646,0.438363,0.479249,0.434047,0.246926,26.979717,-43.493336,490034.0,490184.0,chunk4
ZINC000000034661 ,  42460 ,  2,ZINC000000034661,5,306.429,0.03,-31.960621,-44.815605,-40.706635,-4.108972,18.410559,-40.762852,-4.109221,-44.872074,2,2.855916,15.554642,2.236068,725,725,725,4.781386,1,13,8,0.923077,0.166001,0,1,0,0,0,0,0,0.281553,-0.536210,6,23,3.159442,0.473735,0.687146,0.713212,0.515183,0.517028,0.390430,0.019409,8.615568,-26.405046,2160632.0,2160776.0,chunk3
ZINC000000034662 ,  42460 ,  2,ZINC000000034662,5,306.429,0.0199999,-34.946777,-46.730030,-41.091923,-5.638108,17.044674,-41.147087,-5.638084,-46.785172,2,2.362007,14.682667,2.236068,725,725,725,4.927251,1,13,8,0.923077,0.311866,0,1,0,0,0,0,0,0.281553,-0.481931,6,23,3.213721,0.500753,0.739719,0.764527,0.574266,0.536963,0.383064,0.005980,9.393890,-29.685356,1774996.0,1775140.0,chunk3
ZINC000000035431 ,  18311 ,  2,ZINC000000035431,5,288.41,1,-43.089027,-48.109562,-28.572592,-19.536970,15.808531,-28.633295,-19.537155,-48.170448,1,7.061067,8.747464,3.162278,725,725,725,4.263600,4,13,8,0.692308,0.802062,1,0,1,1,0,0,1,0.306931,-0.835143,8,23,2.425726,0.532841,0.717674,0.754272,0.472109,0.487893,0.544413,0.220687,11.785376,-32.301030999999995,1216245.0,1216397.0,chunk2
ZINC000000035434 ,  2492 ,  4,ZINC000000035434,7,331.435,0.93,-35.919350,-47.847626,-27.179163,-20.668461,18.539518,-27.240345,-20.668430,-47.908775,1,8.499931,10.039588,3.162278,725,725,725,4.965000,2,13,9,0.846154,0.734230,0,0,1,0,0,0,1,0.293578,-0.661063,5,23,3.251980,0.481851,0.693658,0.733596,0.540920,0.380255,0.320093,0.222588,27.171654,-29.308107999999997,1926252.0,1926412.0,chunk4
ZINC000000035450 ,  13103 ,  1,ZINC000000035450,4,275.371,0.96,-50.402096,-56.875774,-37.427788,-19.447987,10.981910,-37.483257,-19.447918,-56.931175,1,4.722055,6.259855,2.449490,725,725,725,4.221968,4,13,8,0.692308,0.760429,0,1,1,1,0,0,1,0.240385,-0.171745,9,23,2.871733,0.549717,0.728719,0.732287,0.514042,0.500321,0.543726,0.279205,27.510265,-45.893864,696650.0,696794.0,chunk2
ZINC000000035458 ,  5665 ,  9,ZINC000000035458,4,342.288,0.96,-30.973217,-55.482361,-36.941696,-18.540663,14.671271,-36.998856,-18.540611,-55.539467,1,7.901577,6.769694,2.449490,725,725,725,5.025196,2,13,9,0.846154,0.794427,0,1,0,0,0,0,1,0.250000,0.649888,9,23,3.693366,0.323070,0.494511,0.462125,0.395944,0.263265,0.231974,0.090599,49.509792,-40.81108999999999,645720.0,645868.0,chunk5
ZINC000000035484 ,  24632 ,  4,ZINC000000035484,5,261.364,0.00999996,-34.053066,-39.012775,-37.030891,-1.981884,20.060125,-37.086884,-1.981883,-39.068768,0,5.127416,14.932709,3.000000,725,725,725,5.679029,1,13,10,0.923077,1.063645,0,1,0,0,0,0,0,0.340426,-1.609723,6,23,2.085929,0.501041,0.671495,0.615990,0.468806,0.554589,0.627834,0.067531,12.686433,-18.95265,2150635.0,2150776.0,chunk2
ZINC000000035486 ,  24632 ,  4,ZINC000000035486,5,261.364,-1.49012e-08,-41.258049,-41.893745,-38.878262,-3.015484,19.847761,-38.933224,-3.015857,-41.949081,0,3.868692,15.979069,3.000000,725,725,725,5.780107,1,13,10,0.923077,1.164723,0,0,0,1,0,0,0,0.340426,-2.000932,6,23,1.694720,0.521127,0.691436,0.656600,0.484408,0.552677,0.535916,0.205724,14.077386,-22.045984000000004,1373124.0,1373265.0,chunk2
ZINC000000035665 ,  60023 ,  1,ZINC000000035665,7,285.343,-1.19209e-07,-29.686184,-44.960400,-42.623257,-2.337144,18.556746,-42.676315,-2.337018,-45.013332,0,2.316832,16.239913,3.000000,725,725,725,4.581075,2,13,8,0.846154,0.350306,0,0,1,1,0,0,0,0.269231,-0.014672,14,23,1.941850,0.601437,0.797105,0.803087,0.557066,0.578668,0.557513,0.315179,13.992700,-26.403654,2766565.0,2766702.0,chunk2
ZINC000000035910 ,  52924 ,  1,ZINC000000035910,4,289.398,0.98,-31.665041,-50.514618,-35.469997,-15.044621,16.035160,-35.526428,-15.044900,-50.571327,0,4.184358,11.850801,3.000000,725,725,725,5.721640,1,13,9,0.923077,1.106255,0,1,0,0,0,0,0,0.257143,-0.019127,8,23,3.241742,0.409022,0.657891,0.700572,0.412348,0.433498,0.228680,0.021145,11.546526,-34.479457999999994,2477198.0,2477348.0,chunk2
ZINC000000036050 ,  41039 ,  2,ZINC000000036050,6,295.381,-0.0399999,-35.465927,-44.450241,-41.118515,-3.331725,18.178791,-41.180946,-3.331624,-44.512569,2,3.539289,14.639502,2.236068,725,725,725,4.447780,3,13,7,0.769231,0.601626,1,1,0,1,0,0,0,0.250000,-0.902910,13,23,1.271003,0.440547,0.642971,0.644844,0.468528,0.430873,0.363129,0.092934,12.458459,-26.271449999999998,1977774.0,1977918.0,chunk2
ZINC000000036360 ,  5090 ,  7,ZINC000000036360,7,339.457,1.04,-44.442780,-65.536049,-45.869411,-19.666639,14.775352,-45.951511,-19.666285,-65.617798,1,4.986192,9.789161,2.449490,725,725,725,6.045929,1,13,10,0.923077,1.430544,0,0,0,1,0,0,0,0.321101,0.314755,10,23,3.140842,0.430020,0.582793,0.587001,0.475917,0.388752,0.430442,0.115214,19.125334,-50.76069700000001,146870.0,147032.0,chunk5
ZINC000000036361 ,  5090 ,  7,ZINC000000036361,7,339.457,1.01,-39.785286,-57.814728,-40.081085,-17.733641,13.966681,-40.154659,-17.733940,-57.888599,0,4.346027,9.620654,3.000000,725,725,725,5.068278,2,13,10,0.846154,0.837509,0,0,0,1,0,0,1,0.321101,0.255566,10,23,3.081653,0.415418,0.597395,0.616318,0.419241,0.425320,0.391877,0.042355,26.876341,-43.848047,255500.0,255662.0,chunk5
ZINC000000036656 ,  12749 ,  1,ZINC000000036656,7,292.355,0.98,-50.678780,-57.521313,-37.949284,-19.572029,15.845897,-37.999447,-19.572083,-57.571529,1,3.883691,11.962206,2.449490,725,725,725,4.601562,3,13,12,0.769231,0.755408,0,1,1,1,0,0,0,0.269231,-0.655762,6,23,3.039890,0.568982,0.722367,0.669853,0.583294,0.655614,0.556482,0.226280,10.080799,-41.675416,677809.0,677952.0,chunk2
ZINC000000036906 ,  14424 ,  1,ZINC000000036906,5,300.424,0.98,-49.315804,-59.301685,-41.198402,-18.103283,15.179907,-41.265816,-18.103184,-59.368999,1,3.750265,11.429641,2.449490,725,725,725,5.009608,2,13,10,0.846154,0.778839,0,1,0,1,0,0,0,0.261682,-0.609667,7,23,2.868594,0.442744,0.688937,0.717045,0.537262,0.447811,0.265410,0.000000,24.290766,-44.121778,764911.0,765065.0,chunk2
ZINC000000037570 ,  22941 ,  3,ZINC000000037570,6,314.179,-1.49012e-08,-43.590408,-46.401615,-41.257481,-5.144135,18.867767,-41.299553,-5.144114,-46.443668,1,3.211241,15.656526,2.449490,725,725,725,5.132837,1,13,6,0.923077,0.517453,0,1,0,0,0,0,0,0.351648,-1.691855,7,23,1.786406,0.452602,0.622862,0.580799,0.481259,0.499359,0.324184,0.207150,6.706704,-27.533848,991263.0,991388.0,chunk3
ZINC000000037571 ,  22941 ,  3,ZINC000000037571,6,314.179,0.00999999,-39.605854,-42.226688,-37.188435,-5.038255,17.195660,-37.229237,-5.038294,-42.267532,1,3.220122,13.975538,2.449490,725,725,725,5.375413,1,13,6,0.923077,0.760029,0,1,0,0,0,0,0,0.351648,-1.594923,7,23,1.883338,0.451239,0.651425,0.584513,0.500333,0.502788,0.347173,0.121201,5.737422,-25.031028000000003,1309365.0,1309490.0,chunk3
ZINC000000037573 ,  10957 ,  5,ZINC000000037573,6,304.172,0.00999989,-42.196918,-46.740700,-42.418713,-4.321989,18.343946,-42.460674,-4.322181,-46.782856,1,2.896020,15.447926,2.449490,725,725,725,5.189570,1,13,8,0.923077,0.574185,0,0,1,0,0,0,0,0.340426,-1.459362,8,23,1.801508,0.462263,0.641792,0.626687,0.464515,0.503865,0.301140,0.235580,7.012919,-28.396753999999998,1090922.0,1091047.0,chunk3
